Player,First,Last,Nickname,Ht,Wt,Reach,Stance,DOB,W,L,D,Belt,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,URL
Alessio Sakara,Alessio,Sakara,Legionarius,"6' 0""",185 lbs.,"72.0""",Orthodox,"Sep 02, 1981",19,11,0,,3.96,47%,2.80,59%,2.18,78%,62%,0.0,http://www.ufcstats.com/fighter-details/7f955f71fa2ce7ac
Wataru Sakata,Wataru,Sakata,,"5' 9""",195 lbs.,--,Southpaw,"Mar 11, 1973",11,14,0,,1.11,61%,2.08,31%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/d7907a9a968e4d29
Gokhan Saki,Gokhan,Saki,The Rebel,"6' 0""",205 lbs.,"73.0""",Orthodox,"Oct 19, 1983",1,2,0,,7.09,58%,4.57,53%,0.00,0%,100%,0.0,http://www.ufcstats.com/fighter-details/4690d47bf725fd98
Kazushi Sakuraba,Kazushi,Sakuraba,The Gracie Hunter,"6' 0""",185 lbs.,--,Southpaw,"Jul 14, 1969",26,17,1,,1.26,41%,2.03,51%,1.26,31%,48%,1.7,http://www.ufcstats.com/fighter-details/9b5b5a75523728f3
Osamu Tachihikari,Osamu,Tachihikari,,"6' 5""",300 lbs.,--,Orthodox,"Sep 12, 1963",0,4,0,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/e7bc606d269896aa
Amber Tackett,Amber,Tackett,,--,115 lbs.,--,,--,1,3,0,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/bb01bc3c57f39b04
Eugenio Tadeu,Eugenio,Tadeu,,"5' 8""",160 lbs.,--,Orthodox,"Aug 17, 1963",2,3,0,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/f70144caea5c4c80
Albert Tadevosyan,Albert,Tadevosyan,Albeezy,--,170 lbs.,--,,"Apr 12, 1992",13,3,1,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/6751b11102b6adfe
Justin Tafa,Justin,Tafa,Bad Man,"6' 0""",264 lbs.,"74.0""",Southpaw,"Dec 13, 1993",7,5,0,,4.05,54%,5.11,47%,0.00,0%,53%,0.0,http://www.ufcstats.com/fighter-details/e13abac8089a801a
Junior Tafa,Junior,Tafa,The Juggernaut,"6' 3""",205 lbs.,"75.0""",Orthodox,"Sep 21, 1996",6,5,0,,3.41,51%,2.55,51%,0.00,0%,70%,0.0,http://www.ufcstats.com/fighter-details/c15fa95b9a12fde4
Khalid Taha,Khalid,Taha,The Warrior,"5' 5""",135 lbs.,"69.0""",Orthodox,"Feb 15, 1992",13,5,0,,2.64,32%,4.12,46%,0.00,0%,61%,0.2,http://www.ufcstats.com/fighter-details/b4537562f88ac582
Joe Taimanglo,Joe,Taimanglo,The Juggernaut,"5' 4""",135 lbs.,--,,"Jun 27, 1984",23,7,1,,4.18,42%,4.55,59%,5.45,40%,100%,1.4,http://www.ufcstats.com/fighter-details/9bf126927843e184
Tatsuro Taira,Tatsuro,Taira,The Best,"5' 7""",125 lbs.,"70.0""",Orthodox,"Jan 27, 2000",18,1,0,,2.94,60%,2.44,47%,3.12,46%,45%,1.6,http://www.ufcstats.com/fighter-details/4461d7e47375a895
Mairbek Taisumov,Mairbek,Taisumov,Beckan,"5' 9""",155 lbs.,"73.0""",Orthodox,"Aug 08, 1988",27,6,0,,2.98,39%,3.03,64%,1.34,63%,88%,0.0,http://www.ufcstats.com/fighter-details/8f5c8850b2484173
Taiyilake Nueraji,Taiyilake,Nueraji,Super Saiyan,"6' 2""",170 lbs.,"75.0""",Southpaw,"Jan 12, 2001",12,1,0,,9.82,53%,5.01,58%,1.47,33%,100%,0.0,http://www.ufcstats.com/fighter-details/7498b3ac79a3b948
Ryo Tajima,Ryo,Tajima,,--,135 lbs.,--,,"Aug 14, 1999",10,3,0,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/34fbfc3f65b64645
Nobuhiko Takada,Nobuhiko,Takada,,"6' 0""",220 lbs.,--,Southpaw,"Apr 12, 1962",2,6,2,,0.31,24%,1.92,39%,1.15,20%,0%,0.0,http://www.ufcstats.com/fighter-details/a25b71fe5e31fa97
Yoshiki Takahashi,Yoshiki,Takahashi,Kazuo,"5' 11""",199 lbs.,--,Southpaw,"Mar 13, 1969",30,27,3,,2.26,51%,6.47,44%,0.00,0%,66%,2.3,http://www.ufcstats.com/fighter-details/6420efac0578988b
Yoko Takahashi,Yoko,Takahashi,,"5' 8""",150 lbs.,--,,"Apr 20, 1973",15,12,2,,5.11,54%,8.78,48%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/01f86e2d604e2f3c
Daiju Takase,Daiju,Takase,,"6' 0""",170 lbs.,--,Southpaw,"Apr 20, 1978",12,15,2,,0.49,30%,1.64,47%,0.84,17%,21%,1.2,http://www.ufcstats.com/fighter-details/4f74c8be51db8a37
Hiroyuki Takaya,Hiroyuki,Takaya,Streetfight Bancho,"5' 6""",139 lbs.,--,Orthodox,"Jun 10, 1977",21,14,2,,3.18,33%,3.16,60%,0.90,45%,66%,0.0,http://www.ufcstats.com/fighter-details/0d16bdb7d32e88e9
Yoshihiro Takayama,Yoshihiro,Takayama,,"6' 5""",280 lbs.,--,Orthodox,"Sep 19, 1968",1,4,0,,3.40,54%,5.69,29%,0.67,33%,55%,0.0,http://www.ufcstats.com/fighter-details/d856a0080ac09ed7
Makoto Takimoto,Makoto,Takimoto,,"5' 7""",205 lbs.,--,Southpaw,"Dec 08, 1979",6,5,0,,1.37,39%,1.71,55%,1.48,50%,25%,1.1,http://www.ufcstats.com/fighter-details/a7724f51e32e763e
Oleg Taktarov,Oleg,Taktarov,The Russian Bear,"6' 0""",210 lbs.,--,Orthodox,"Aug 26, 1967",17,5,2,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/1dc56b59cb28425d
Payton Talbott,Payton,Talbott,,"5' 10""",135 lbs.,"70.0""",Switch,"Sep 09, 1998",11,1,0,,6.62,56%,3.41,46%,0.78,44%,77%,0.2,http://www.ufcstats.com/fighter-details/6e743a33d56bdaa4
Nordine Taleb,Nordine,Taleb,,"6' 1""",170 lbs.,"74.0""",Orthodox,"Jun 10, 1981",15,7,0,,3.66,51%,2.62,66%,1.94,76%,73%,0.0,http://www.ufcstats.com/fighter-details/49858bf46dabf6fb
Murtaza Talha,Murtaza,Talha,,"6' 0""",205 lbs.,"74.0""",Orthodox,"Jul 10, 1996",7,2,0,,4.29,57%,7.09,31%,0.00,0%,100%,0.0,http://www.ufcstats.com/fighter-details/6aab5c20395ee722
Tsuyoshi Tamakairiki,Tsuyoshi,Tamakairiki,,"6' 0""",220 lbs.,--,Orthodox,"Jul 16, 1966",0,3,0,,0.00,0%,26.67,50%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/eaa0a728cc91ef60
Eli Tamez,Eli,Tamez,Tomahawk,"5' 7""",135 lbs.,--,,"Aug 22, 1985",10,0,0,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/bfd4d50591033a1f
Raphael Uchegbu,Raphael,Uchegbu,,"5' 9""",135 lbs.,"73.0""",Orthodox,"Aug 16, 1995",10,2,0,,2.46,48%,2.85,50%,1.48,16%,0%,0.0,http://www.ufcstats.com/fighter-details/cb680d85b84cbfd9
Takeru Uchida,Takeru,Uchida,,"5' 5""",125 lbs.,"68.0""",Southpaw,"Sep 30, 2002",6,1,0,,0.00,0%,0.00,0%,0.00,0%,0%,4.4,http://www.ufcstats.com/fighter-details/1d76f07ffdd765c2
Alberto Uda,Alberto,Uda,,"6' 3""",185 lbs.,--,Orthodox,"Aug 08, 1984",12,2,0,,1.79,52%,3.49,45%,2.83,50%,66%,0.0,http://www.ufcstats.com/fighter-details/8f2deefe8c5dfb5d
Ryuki Ueyama,Ryuki,Ueyama,,"5' 11""",180 lbs.,--,Southpaw,"Apr 17, 1976",12,18,5,,0.13,21%,1.40,46%,0.50,100%,0%,1.5,http://www.ufcstats.com/fighter-details/bcd124bcd3d5be46
Christian Uflacker,Christian,Uflacker,,"5' 11""",170 lbs.,--,,"Aug 04, 1985",5,0,0,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/10ccf4ec9913cadc
Andy Uhrich,Andy,Uhrich,,"6' 0""",170 lbs.,--,,--,11,6,0,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/4a1a492f299581d9
Tagir Ulanbekov,Tagir,Ulanbekov,,"5' 7""",125 lbs.,"70.0""",Southpaw,"Aug 07, 1991",17,3,0,,3.01,48%,3.44,50%,2.73,39%,63%,1.5,http://www.ufcstats.com/fighter-details/f00ac08ab056af5d
Carlos Ulberg,Carlos,Ulberg,Black Jag,"6' 4""",205 lbs.,"77.0""",Orthodox,"Nov 07, 1990",14,1,0,,6.54,55%,4.04,51%,0.55,60%,85%,0.2,http://www.ufcstats.com/fighter-details/9014c02eff8b3d62
Gasan Umalatov,Gasan,Umalatov,Cobra,"5' 11""",170 lbs.,"71.0""",Orthodox,"Sep 11, 1982",17,4,2,,2.23,39%,4.10,59%,0.75,17%,90%,0.0,http://www.ufcstats.com/fighter-details/7a39bbac8cc0fa70
Jeremy Umphries,Jeremy,Umphries,,--,160 lbs.,--,,--,5,2,0,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/4793a2d90f5ab8ae
Zach Underwood,Zach,Underwood,,"6' 2""",185 lbs.,--,,--,13,7,0,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/1e310618d02ff93b
Caol Uno,Caol,Uno,Uno Shoten,"5' 7""",155 lbs.,"70.0""",Southpaw,"May 08, 1975",33,19,5,,1.91,49%,1.90,50%,1.95,31%,37%,0.5,http://www.ufcstats.com/fighter-details/eb1723480fa2f96c
Kengo Ura,Kengo,Ura,Uraken,"5' 9""",165 lbs.,--,,"Jun 20, 1981",14,12,2,,1.05,37%,2.38,48%,2.85,28%,50%,1.4,http://www.ufcstats.com/fighter-details/58258914525740a5
Logan Urban,Logan,Urban,Hulk,"6' 0""",170 lbs.,"72.0""",Orthodox,"Apr 22, 1994",5,1,0,,2.55,66%,16.60,27%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/5e23f30e9c6ed74e
Hector Urbina,Hector,Urbina,El Toro,"5' 11""",170 lbs.,"73.0""",Orthodox,"Sep 17, 1987",17,10,1,,0.97,38%,2.44,39%,0.00,0%,38%,3.8,http://www.ufcstats.com/fighter-details/4b8fb0453a596b8e
Elias Urbina,Elias,Urbina,,"6' 3""",185 lbs.,"77.0""",Southpaw,"Oct 09, 1993",3,1,0,,3.85,37%,6.17,50%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/47fcdcaccb58ca80
Gilbert Urbina,Gilbert,Urbina,The RGV Bad Boy,"6' 3""",170 lbs.,"75.0""",Orthodox,"Apr 05, 1996",7,5,0,,5.57,56%,4.62,44%,2.86,44%,0%,0.7,http://www.ufcstats.com/fighter-details/b12fb759e02378de
Guilherme Uriel,Guilherme,Uriel,Urso,"6' 1""",265 lbs.,"74.0""",Orthodox,"Feb 18, 1997",6,2,0,,1.15,43%,4.43,22%,0.00,0%,53%,0.0,http://www.ufcstats.com/fighter-details/4252b09f0c8c4472
Nick Urso,Nick,Urso,,"5' 6""",125 lbs.,"66.0""",Southpaw,"Sep 26, 1985",10,3,0,,3.61,45%,5.06,36%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/e78c4c3d329c531b
Yasuhiro Urushitani,Yasuhiro,Urushitani,,"5' 5""",125 lbs.,--,Southpaw,"Sep 08, 1976",21,8,6,,3.47,39%,4.71,65%,0.00,0%,80%,0.0,http://www.ufcstats.com/fighter-details/c34e5849184b08c3
Sho Patrick Usami,Sho Patrick,Usami,Savage,"5' 9""",155 lbs.,"70.0""",Orthodox,"May 08, 2000",4,1,0,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/fe30c5f5cc3e028b
Kamaru Usman,Kamaru,Usman,The Nigerian Nightmare,"6' 0""",170 lbs.,"76.0""",Switch,"May 11, 1987",21,4,0,,4.16,51%,2.67,55%,2.79,44%,89%,0.1,http://www.ufcstats.com/fighter-details/f1b2aa7853d1ed6e
Mohammed Usman,Mohammed,Usman,The Motor,"6' 2""",239 lbs.,"79.0""",Orthodox,"Apr 01, 1989",12,4,0,,3.85,39%,4.27,51%,0.56,14%,66%,0.0,http://www.ufcstats.com/fighter-details/da7f113b5ea39c43
Darren Uyenoyama,Darren,Uyenoyama,BC,"5' 6""",125 lbs.,"65.0""",Orthodox,"Oct 15, 1979",10,6,0,,1.34,39%,2.21,66%,1.42,33%,35%,0.7,http://www.ufcstats.com/fighter-details/6546af7ab545b90c
Richie Vaculik,Richie,Vaculik,Vas,"5' 6""",125 lbs.,"69.0""",Orthodox,"Jun 19, 1983",10,4,0,,3.69,46%,4.09,57%,3.00,45%,31%,1.0,http://www.ufcstats.com/fighter-details/54578e5927adea53
Rashid Vagabov,Rashid,Vagabov,Rambo,"5' 7""",125 lbs.,"63.0""",Orthodox,"Jun 27, 1998",14,2,0,,1.87,38%,0.93,67%,3.00,50%,100%,3.0,http://www.ufcstats.com/fighter-details/0d1190beced94f7c
Artem Vakhitov,Artem,Vakhitov,,"6' 1""",205 lbs.,"75.0""",Orthodox,"Apr 04, 1991",3,1,0,,3.88,85%,0.68,80%,0.00,0%,100%,0.0,http://www.ufcstats.com/fighter-details/43e549b803ec7375
Egidijus Valavicius,Egidijus,Valavicius,,"6' 0""",200 lbs.,--,Orthodox,"Dec 23, 1978",29,12,0,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/fc1868f56d3036eb
Genaro Valdez,Genaro,Valdez,Rayadito,"5' 9""",155 lbs.,"72.0""",Orthodox,"Jan 16, 1992",10,3,0,,4.08,30%,7.16,48%,1.54,44%,36%,0.4,http://www.ufcstats.com/fighter-details/cda1099995b46cc2
Charlie Valencia,Charlie,Valencia,,"5' 3""",135 lbs.,"64.0""",Orthodox,"Oct 31, 1974",12,7,0,,2.58,37%,2.61,77%,1.40,53%,75%,0.5,http://www.ufcstats.com/fighter-details/8a0be41c0380188d
Robert Valentin,Robert,Valentin,Robzilla,"6' 2""",185 lbs.,"77.0""",Orthodox,"Mar 31, 1995",11,6,0,,1.13,56%,2.83,32%,0.00,0%,55%,1.3,http://www.ufcstats.com/fighter-details/0cd0456d6029cec2
Victor Valenzuela,Victor,Valenzuela,Joe Boxer,"5' 10""",155 lbs.,--,,--,13,6,2,,1.28,100%,2.55,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/de277a4abcfeea46
Ivan Valenzuela,Ivan,Valenzuela,Bam Bam,"6' 2""",185 lbs.,"77.0""",Orthodox,"Nov 17, 1992",8,2,0,,0.00,0%,9.60,33%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/45b82ebf0b9e0fd2
Victor Valenzuela,Victor,Valenzuela,Psicosis,"5' 9""",170 lbs.,"71.0""",Orthodox,"Feb 09, 1994",12,4,0,,3.36,33%,8.40,48%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/078695e385ec2f57
Timur Valiev,Timur,Valiev,Lucky,"5' 6""",135 lbs.,"67.0""",Orthodox,"Jan 19, 1990",18,3,0,,5.19,53%,3.33,45%,1.73,40%,55%,0.3,http://www.ufcstats.com/fighter-details/45e738622ea2c02c
Victor Valimaki,Victor,Valimaki,The Matrix,"6' 0""",205 lbs.,--,Orthodox,"Dec 17, 1981",18,10,0,,3.94,30%,2.99,67%,0.90,14%,0%,0.0,http://www.ufcstats.com/fighter-details/663b76da637402c3
Andrew Valladerez,Andrew,Valladerez,,--,135 lbs.,--,,"Jun 28, 1987",5,7,0,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/2a898bf9fb7710b3
Kevin Vallejos,Kevin,Vallejos,El Chino,"5' 7""",145 lbs.,"68.0""",Switch,"Dec 08, 2001",18,1,0,,6.12,48%,4.41,57%,0.66,28%,84%,0.0,http://www.ufcstats.com/fighter-details/239d8e5359022f3b
Isaac Vallie-Flagg,Isaac,Vallie-Flagg,,"5' 8""",155 lbs.,"70.0""",Orthodox,"Apr 08, 1978",16,7,1,,5.56,47%,5.60,45%,0.20,12%,58%,0.0,http://www.ufcstats.com/fighter-details/c295de4e10acd4c9
Joshua Van,Joshua,Van,The Fearless,"5' 5""",125 lbs.,"65.0""",Orthodox,"Oct 10, 2001",16,2,0,,8.84,56%,6.39,57%,0.84,63%,81%,0.0,http://www.ufcstats.com/fighter-details/17e97649403ba428
Mike van Arsdale,Mike,van Arsdale,,"6' 2""",205 lbs.,--,Switch,"Jun 20, 1965",8,5,0,,1.52,41%,1.91,41%,1.06,14%,37%,0.0,http://www.ufcstats.com/fighter-details/2ee09ec2a0695eb9
Matt Van Buren,Matt,Van Buren,Gutter,"6' 5""",205 lbs.,--,,"Jun 12, 1986",7,6,0,,7.73,45%,6.82,49%,0.00,0%,50%,0.0,http://www.ufcstats.com/fighter-details/7b39035fae7268b8
Ron van Clief,Ron,van Clief,The Black Dragon,"5' 10""",190 lbs.,--,Orthodox,"Jan 25, 1943",0,1,0,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/23ab42947c1990e3
Lloyd Van Dams,Lloyd,Van Dams,,"6' 1""",240 lbs.,--,Southpaw,"Mar 05, 1972",0,1,0,,0.00,0%,3.01,15%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/02177caefe7c07d4
Alain Van der Merckt,Alain,Van der Merckt,Top Boy,--,185 lbs.,--,,"Jun 11, 1993",8,0,0,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/f6bbc6ba4f06ad60
Cameron VanCamp,Cameron,VanCamp,Jumpman,"6' 2""",155 lbs.,"74.0""",Switch,"Apr 27, 1993",15,7,1,,5.31,47%,6.41,40%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/87e2468b986ebb79
Chad Vance,Chad,Vance,,"6' 0""",185 lbs.,--,Orthodox,--,7,5,0,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/26d61e92a6069cd2
Jared Vanderaa,Jared,Vanderaa,,"6' 4""",265 lbs.,"80.0""",Orthodox,"May 12, 1992",12,10,0,,4.96,44%,5.67,45%,0.18,50%,20%,0.0,http://www.ufcstats.com/fighter-details/2b68d9f125d07b42
Austin Vanderford,Austin,Vanderford,The Gentleman,"5' 11""",170 lbs.,"74.0""",Orthodox,"Mar 21, 1990",13,3,0,,3.04,59%,2.71,48%,3.08,35%,100%,1.2,http://www.ufcstats.com/fighter-details/32c3ee378671a5d9
James Wade,James,Wade,,"5' 10""",205 lbs.,--,,"Feb 08, 1972",4,11,0,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/6291decf7f3b6608
Chris Wade,Chris,Wade,,"5' 10""",155 lbs.,"70.0""",Orthodox,"Sep 30, 1987",12,3,0,,1.70,53%,1.75,51%,2.60,51%,55%,1.1,http://www.ufcstats.com/fighter-details/c8097968da5e5f13
Neil Wain,Neil,Wain,Old School,"5' 10""",242 lbs.,--,Orthodox,--,13,4,0,,2.64,50%,8.57,43%,0.00,0%,50%,0.0,http://www.ufcstats.com/fighter-details/6b7bc7eaf2465387
TJ Waldburger,TJ,Waldburger,,"5' 11""",170 lbs.,"75.0""",Orthodox,"Apr 25, 1988",16,9,0,,2.02,51%,2.39,40%,3.03,46%,40%,4.8,http://www.ufcstats.com/fighter-details/8f2939f5fd9cca1e
Chase Waldon,Chase,Waldon,,"6' 1""",185 lbs.,"75.0""",Orthodox,"Sep 19, 1986",11,2,0,,1.03,28%,6.72,38%,7.76,33%,0%,0.0,http://www.ufcstats.com/fighter-details/aeb6c57b9bd8bc3a
Andre Walker,Andre,Walker,,"5' 11""",205 lbs.,--,Southpaw,"Nov 22, 1972",1,5,0,,2.28,31%,4.36,34%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/18944a1a6ac1becf
Herschel Walker,Herschel,Walker,,"6' 1""",215 lbs.,--,Orthodox,"Mar 03, 1962",2,0,0,,3.42,67%,0.45,46%,1.94,100%,100%,0.0,http://www.ufcstats.com/fighter-details/bd92e38aef641673
Donny Walker,Donny,Walker,Eagle Eye,"5' 9""",135 lbs.,--,,"Jan 04, 1980",15,10,0,,1.81,37%,3.85,46%,0.00,0%,57%,1.7,http://www.ufcstats.com/fighter-details/e6147d5ab3685899
Johnny Walker,Johnny,Walker,,"6' 6""",205 lbs.,"82.0""",Orthodox,"Mar 30, 1992",22,9,0,,4.06,55%,3.09,45%,0.42,60%,57%,0.8,http://www.ufcstats.com/fighter-details/c21f26bbde777573
Brogan Walker,Brogan,Walker,The Bear,"5' 4""",125 lbs.,"67.0""",Switch,"Aug 02, 1988",8,5,0,,1.84,32%,3.32,47%,1.02,75%,11%,0.0,http://www.ufcstats.com/fighter-details/4333a8e70a672eb7
Valter Walker,Valter,Walker,The Clean Monster,"6' 6""",244 lbs.,"78.0""",Orthodox,"Dec 14, 1997",15,1,0,,2.00,52%,2.85,42%,5.74,69%,0%,2.5,http://www.ufcstats.com/fighter-details/f5779a2303ed76ec
Julius Walker,Julius,Walker,Juice Box,"6' 4""",205 lbs.,"78.0""",Orthodox,"Jul 16, 1999",7,2,0,,3.73,53%,4.03,43%,4.09,38%,100%,0.0,http://www.ufcstats.com/fighter-details/6add18754930182b
Ben Wall,Ben,Wall,Manimal,"5' 10""",155 lbs.,--,Orthodox,"Mar 25, 1989",8,7,1,,1.47,29%,8.53,29%,0.00,0%,100%,0.0,http://www.ufcstats.com/fighter-details/1ad381c8994c4e5b
Crafton Wallace,Crafton,Wallace,Blaze,"6' 0""",185 lbs.,--,Orthodox,"Nov 10, 1975",18,6,1,,1.55,44%,2.36,47%,0.00,0%,42%,0.0,http://www.ufcstats.com/fighter-details/bf41b5131545da12
Rodney Wallace,Rodney,Wallace,Shonuff the Master,"5' 9""",205 lbs.,"72.0""",Switch,"Nov 21, 1981",26,15,1,,1.13,46%,3.44,45%,6.00,54%,28%,1.0,http://www.ufcstats.com/fighter-details/b9415726dc3ec526
Jeremy Wallace,Jeremy,Wallace,,"5' 9""",--,--,,"Feb 13, 1987",4,6,0,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/b87c3f460709f74c
Randall Wallace,Randall,Wallace,Braveheart,"5' 11""",185 lbs.,"73.0""",Orthodox,"Mar 01, 1989",15,6,0,,1.13,38%,4.11,45%,2.13,50%,0%,0.0,http://www.ufcstats.com/fighter-details/95cf6be9071e68b0
James Wallace,James,Wallace,Jesse,"5' 10""",155 lbs.,"69.0""",Orthodox,"Nov 17, 1992",5,2,0,,0.52,28%,3.41,35%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/4078de7181a19142
Jim Wallhead,Jim,Wallhead,Judo,"5' 10""",170 lbs.,--,Orthodox,"Mar 14, 1984",29,11,0,,3.19,26%,6.65,49%,0.00,0%,100%,0.0,http://www.ufcstats.com/fighter-details/0c670b443c3d269f
Cory Walmsley,Cory,Walmsley,Hardcore,"6' 0""",205 lbs.,--,Orthodox,--,8,2,0,,0.79,100%,1.18,50%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/83c6c3e0f8bde8ee
Richard Walsh,Richard,Walsh,Filthy Rich,"6' 0""",170 lbs.,"73.0""",Orthodox,"Dec 01, 1988",9,5,0,,3.84,46%,2.72,58%,1.55,40%,66%,0.2,http://www.ufcstats.com/fighter-details/303a05a7aa3ff761
Patrick Walsh,Patrick,Walsh,The Beast of the East,"5' 11""",185 lbs.,--,,"Nov 28, 1988",10,3,0,,2.03,19%,2.83,64%,3.00,54%,100%,1.5,http://www.ufcstats.com/fighter-details/b4c96c3d9139bf0e
Erick Wanderlei,Erick,Wanderlei,,"6' 1""",205 lbs.,--,Orthodox,"Jun 20, 1976",3,3,0,,0.63,41%,2.66,40%,3.80,66%,0%,1.9,http://www.ufcstats.com/fighter-details/d57e6a8971b6d2bd
Dimitiri Wanderley,Dimitiri,Wanderley,,--,205 lbs.,--,Orthodox,--,5,2,0,,0.92,25%,4.31,30%,1.16,20%,0%,0.0,http://www.ufcstats.com/fighter-details/a1d6b308781aa2f5
Andy Wang,Andy,Wang,,"5' 6""",155 lbs.,--,Orthodox,"May 28, 1977",7,8,1,,3.43,36%,10.29,62%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/476414d2f18cd059
Rubens Xavier,Rubens,Xavier,Macula,"6' 3""",220 lbs.,--,Orthodox,"Sep 08, 1974",5,3,0,,0.77,42%,1.82,21%,2.10,40%,25%,1.1,http://www.ufcstats.com/fighter-details/e6dac752a2418a88
Xiao Long,Xiao,Long,,"5' 8""",135 lbs.,"70.0""",Orthodox,"Apr 13, 1998",27,11,0,,5.06,47%,3.85,50%,0.74,27%,82%,0.0,http://www.ufcstats.com/fighter-details/86bace9e4ad85542
Xie Bin,Xie,Bin,The Stalker,"5' 10""",145 lbs.,"72.0""",Orthodox,"Feb 28, 1998",13,5,0,,3.99,43%,2.73,60%,2.71,42%,40%,0.0,http://www.ufcstats.com/fighter-details/e415ea6f8d41c917
Xiong Jingnan,Xiong,Jingnan,The Panda,--,115 lbs.,--,,"Jan 12, 1988",19,2,0,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/2cdb479a0ef0ee1d
Jamie Yager,Jamie,Yager,The Chosyn 1,"6' 1""",185 lbs.,--,Orthodox,"Nov 29, 1983",8,4,0,,3.08,39%,2.55,63%,0.00,0%,66%,0.0,http://www.ufcstats.com/fighter-details/85248da6e9e2f7e7
Eddie Yagin,Eddie,Yagin,The Filipino Phenom,"5' 7""",145 lbs.,--,Orthodox,"Mar 23, 1979",16,7,1,,3.13,30%,5.77,42%,0.00,0%,62%,1.0,http://www.ufcstats.com/fighter-details/cc84b68f862b466f
Rani Yahya,Rani,Yahya,,"5' 6""",135 lbs.,"67.0""",Orthodox,"Sep 12, 1984",28,12,1,,1.71,38%,2.08,50%,2.73,30%,29%,1.8,http://www.ufcstats.com/fighter-details/94527830000ab715
Mohammad Yahya,Mohammad,Yahya,The UAE Warrior,"5' 9""",145 lbs.,"73.0""",Switch,"May 23, 1994",12,6,0,,3.50,39%,6.39,43%,0.50,20%,42%,0.5,http://www.ufcstats.com/fighter-details/3753714927f18437
Abdul Rakhman Yakhyaev,Abdul Rakhman,Yakhyaev,The Hunter,"6' 2""",205 lbs.,"78.0""",Orthodox,"Mar 01, 2001",8,0,0,,20.95,78%,0.95,75%,14.29,100%,100%,14.3,http://www.ufcstats.com/fighter-details/95aff2fd8d09a5f0
Alexander Yakovlev,Alexander,Yakovlev,Russian Thunder,"6' 3""",155 lbs.,"74.0""",Southpaw,"Jul 18, 1984",24,10,1,,1.74,47%,2.41,58%,1.66,35%,72%,0.1,http://www.ufcstats.com/fighter-details/d06f8869449ba7bd
Keiichiro Yamamiya,Keiichiro,Yamamiya,,"5' 11""",185 lbs.,--,Southpaw,"Jul 12, 1972",45,35,10,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/6014d25e73b669c9
